event_id,timestamp,source,event_type,principal,namespace_or_region,resource_id,resource_type,ttl_minutes,public_ip,privileged,controller_owner,tags_present,hour_of_day,instance_type,sensitive_resource,burst_group_id,is_risky,anomaly_type,severity
K8S-00073,2026-06-12T12:54:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-nafb-4626,ci-runner,10.8,,False,Job,True,12,,False,CI-RUN-0-0,False,NORMAL,NONE
K8S-00074,2026-06-12T12:54:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-qnjj-4387,ci-runner,6.2,,False,Job,True,12,,False,CI-RUN-0-0,False,NORMAL,NONE
K8S-00075,2026-06-12T12:54:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-umhb-7709,ci-runner,9.2,,False,Job,True,12,,False,CI-RUN-0-0,False,NORMAL,NONE
K8S-00076,2026-06-12T12:55:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-hxsp-1145,ci-runner,8.7,,False,Job,True,12,,False,CI-RUN-0-0,False,NORMAL,NONE
K8S-00077,2026-06-12T12:55:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-thdp-3167,ci-runner,10.8,,False,Job,True,12,,False,CI-RUN-0-0,False,NORMAL,NONE
K8S-00078,2026-06-12T12:55:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-aoyn-1138,ci-runner,5.7,,False,Job,True,12,,False,CI-RUN-0-0,False,NORMAL,NONE
K8S-00079,2026-06-12T12:56:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-dehf-6004,ci-runner,11.6,,False,Job,True,12,,False,CI-RUN-0-0,False,NORMAL,NONE
K8S-00080,2026-06-12T12:56:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-mibo-5511,ci-runner,8.1,,False,Job,True,12,,False,CI-RUN-0-0,False,NORMAL,NONE
K8S-00485,2026-06-12T13:20:26,k8s,pod.update,svc-backup,production,pod-qqfh-3822,job-pod,77.8,,False,CronJob,True,13,,False,,False,NORMAL,NONE
K8S-00219,2026-06-12T13:41:01,k8s,rbac.rolebinding.create,dev-jsmith,monitoring,pod-jasn-6122,job-pod,116.1,,False,Deployment,False,13,,False,,False,NORMAL,NONE
K8S-00526,2026-06-12T13:46:57,k8s,deployment.scale,svc-monitoring,ci-jobs,pod-rgiw-8469,job-pod,115.0,,False,Job,True,13,,False,,False,NORMAL,NONE
K8S-00089,2026-06-12T14:17:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-xqvb-6327,ci-runner,13.3,,False,Job,True,14,,False,CI-RUN-0-2,False,NORMAL,NONE
K8S-00090,2026-06-12T14:17:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-wyew-5278,ci-runner,10.9,,False,Job,True,14,,False,CI-RUN-0-2,False,NORMAL,NONE
K8S-00091,2026-06-12T14:17:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-puqo-5895,ci-runner,5.3,,False,Job,True,14,,False,CI-RUN-0-2,False,NORMAL,NONE
K8S-00092,2026-06-12T14:18:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-gxlv-9475,ci-runner,12.2,,False,Job,True,14,,False,CI-RUN-0-2,False,NORMAL,NONE
K8S-00093,2026-06-12T14:18:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-wvic-1930,ci-runner,12.7,,False,Job,True,14,,False,CI-RUN-0-2,False,NORMAL,NONE
K8S-00094,2026-06-12T14:18:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-wivp-7620,ci-runner,10.9,,False,Job,True,14,,False,CI-RUN-0-2,False,NORMAL,NONE
K8S-00095,2026-06-12T14:19:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-lxrd-3292,ci-runner,11.7,,False,Job,True,14,,False,CI-RUN-0-2,False,NORMAL,NONE
K8S-00096,2026-06-12T14:19:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-seol-9148,ci-runner,15.0,,False,Job,True,14,,False,CI-RUN-0-2,False,NORMAL,NONE
K8S-00199,2026-06-12T14:39:56,k8s,service.create,ops-mlee,default,pod-gzgc-7203,job-pod,51.4,,False,Job,False,14,,False,,False,NORMAL,NONE
K8S-00427,2026-06-12T14:46:30,k8s,pod.create,svc-monitoring,monitoring,pod-puof-1826,job-pod,17.2,,False,Deployment,False,14,,False,,False,NORMAL,NONE
K8S-00277,2026-06-12T15:09:41,k8s,rbac.rolebinding.create,svc-monitoring,production,pod-sxno-2492,job-pod,99.7,,False,,True,15,,False,,False,NORMAL,NONE
K8S-00498,2026-06-12T15:16:44,k8s,pod.update,ops-mlee,staging,pod-fsil-1476,job-pod,60.8,,False,Deployment,False,15,,False,,False,NORMAL,NONE
K8S-00233,2026-06-12T15:48:24,k8s,service.delete,svc-monitoring,default,pod-jyur-2154,job-pod,71.1,,False,Job,True,15,,False,,False,NORMAL,NONE
K8S-00367,2026-06-12T15:53:07,k8s,pod.update,svc-backup,ci-jobs,pod-ooet-1225,job-pod,44.5,,False,Deployment,True,15,,False,,False,NORMAL,NONE
K8S-00081,2026-06-12T15:54:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-gkpt-6713,ci-runner,8.5,,False,Job,True,15,,False,CI-RUN-0-1,False,NORMAL,NONE
K8S-00082,2026-06-12T15:54:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-jsba-4575,ci-runner,8.6,,False,Job,True,15,,False,CI-RUN-0-1,False,NORMAL,NONE
K8S-00083,2026-06-12T15:54:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-nwpk-9530,ci-runner,12.9,,False,Job,True,15,,False,CI-RUN-0-1,False,NORMAL,NONE
K8S-00084,2026-06-12T15:55:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-alqq-7506,ci-runner,10.0,,False,Job,True,15,,False,CI-RUN-0-1,False,NORMAL,NONE
K8S-00085,2026-06-12T15:55:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-fhxe-1120,ci-runner,9.1,,False,Job,True,15,,False,CI-RUN-0-1,False,NORMAL,NONE
K8S-00086,2026-06-12T15:55:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-higy-7131,ci-runner,9.7,,False,Job,True,15,,False,CI-RUN-0-1,False,NORMAL,NONE
K8S-00087,2026-06-12T15:56:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-gjby-5631,ci-runner,6.6,,False,Job,True,15,,False,CI-RUN-0-1,False,NORMAL,NONE
K8S-00088,2026-06-12T15:56:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-ecoy-2771,ci-runner,8.8,,False,Job,True,15,,False,CI-RUN-0-1,False,NORMAL,NONE
K8S-00593,2026-06-12T17:26:30,k8s,service.create,ops-mlee,ci-jobs,pod-tfgn-8577,job-pod,22.0,,False,Job,True,17,,False,,False,NORMAL,NONE
K8S-00344,2026-06-12T17:40:48,k8s,configmap.create,svc-autoscaler,monitoring,pod-vhvw-7046,job-pod,96.3,,False,Deployment,True,17,,False,,False,NORMAL,NONE
K8S-00439,2026-06-12T17:54:28,k8s,service.create,svc-etl-batch,staging,pod-hkml-1003,job-pod,92.1,,False,Job,True,17,,False,,False,NORMAL,NONE
K8S-00523,2026-06-12T18:20:07,k8s,service.create,svc-cicd-pipeline,default,pod-irmi-6503,job-pod,52.3,,False,CronJob,True,18,,False,,False,NORMAL,NONE
K8S-00518,2026-06-12T18:27:27,k8s,deployment.scale,svc-autoscaler,monitoring,pod-nzvl-8966,job-pod,62.7,,False,Deployment,True,18,,False,,False,NORMAL,NONE
K8S-00404,2026-06-12T18:54:39,k8s,pod.exec,svc-logging,staging,pod-fowj-2999,job-pod,84.9,,False,CronJob,True,18,,False,,False,NORMAL,NONE
K8S-00583,2026-06-12T19:04:41,k8s,pod.delete,svc-logging,ci-jobs,pod-iyka-3781,job-pod,7.3,,False,CronJob,False,19,,False,,False,NORMAL,NONE
K8S-00341,2026-06-12T19:25:18,k8s,pod.update,svc-cicd-pipeline,staging,pod-luqj-1512,job-pod,28.2,,False,,False,19,,False,,False,NORMAL,NONE
K8S-00516,2026-06-12T19:31:00,k8s,service.create,ops-mlee,staging,pod-qwfc-6487,job-pod,32.4,,False,Deployment,True,19,,False,,False,NORMAL,NONE
K8S-00472,2026-06-12T20:12:49,k8s,service.create,dev-arao,default,pod-grzk-7432,job-pod,25.5,,False,,False,20,,False,,False,NORMAL,NONE
K8S-00567,2026-06-12T20:16:30,k8s,deployment.scale,dev-arao,staging,pod-unov-1209,job-pod,119.9,,False,,True,20,,False,,False,NORMAL,NONE
K8S-00434,2026-06-12T20:39:29,k8s,configmap.create,svc-logging,monitoring,pod-meul-7566,job-pod,72.9,,False,Job,True,20,,False,,False,NORMAL,NONE
K8S-00232,2026-06-12T21:00:23,k8s,pod.update,dev-sgupta,production,pod-fuew-8523,job-pod,87.4,,False,Deployment,False,21,,False,,False,NORMAL,NONE
K8S-00474,2026-06-12T21:14:21,k8s,service.delete,svc-etl-batch,monitoring,pod-jkvj-1307,job-pod,108.1,,False,Job,True,21,,False,,False,NORMAL,NONE
K8S-00553,2026-06-12T22:15:11,k8s,pod.update,svc-etl-batch,production,pod-uswo-8856,job-pod,45.0,,False,CronJob,False,22,,False,,False,NORMAL,NONE
K8S-00456,2026-06-12T22:23:15,k8s,service.delete,svc-logging,staging,pod-pzwv-5603,job-pod,36.6,,False,CronJob,False,22,,False,,False,NORMAL,NONE
K8S-00257,2026-06-12T22:40:18,k8s,service.delete,ops-mlee,monitoring,pod-vsdp-4651,job-pod,64.4,,False,CronJob,True,22,,False,,False,NORMAL,NONE
K8S-00451,2026-06-12T22:47:14,k8s,pod.delete,ops-mlee,staging,pod-xszi-8740,job-pod,77.5,,False,Deployment,True,22,,False,,False,NORMAL,NONE
K8S-00556,2026-06-12T22:53:43,k8s,pod.delete,dev-jsmith,production,pod-eilo-1308,job-pod,94.1,,False,,False,22,,False,,False,NORMAL,NONE
K8S-00491,2026-06-12T23:30:43,k8s,pod.create,svc-cicd-pipeline,staging,pod-riuh-2460,job-pod,86.3,,False,CronJob,True,23,,False,,False,NORMAL,NONE
K8S-00514,2026-06-12T23:34:51,k8s,deployment.scale,admin-pkumar,production,pod-gvpw-9433,job-pod,113.7,,False,CronJob,True,23,,False,,False,NORMAL,NONE
K8S-00240,2026-06-13T00:47:41,k8s,service.create,svc-logging,ci-jobs,pod-irjs-4469,job-pod,52.5,,False,Job,False,0,,False,,False,NORMAL,NONE
K8S-00395,2026-06-13T00:50:50,k8s,rbac.rolebinding.create,ops-mlee,default,pod-kpky-3619,job-pod,48.5,,False,,False,0,,False,,False,NORMAL,NONE
K8S-00538,2026-06-13T01:30:53,k8s,pod.exec,svc-backup,monitoring,pod-udoq-8249,job-pod,38.2,,False,,True,1,,False,,False,NORMAL,NONE
K8S-00394,2026-06-13T02:16:00,k8s,deployment.scale,svc-logging,staging,pod-zetk-3024,job-pod,15.5,,False,,True,2,,False,,False,NORMAL,NONE
K8S-00419,2026-06-13T02:58:22,k8s,configmap.create,dev-arao,production,pod-asay-8907,job-pod,109.1,,False,Job,False,2,,False,,False,NORMAL,NONE
K8S-00403,2026-06-13T03:07:29,k8s,deployment.scale,svc-logging,ci-jobs,pod-oryc-7208,job-pod,99.3,,False,,True,3,,False,,False,NORMAL,NONE
K8S-00267,2026-06-13T04:02:56,k8s,pod.exec,svc-monitoring,default,pod-qgli-1639,job-pod,105.9,,False,Deployment,False,4,,False,,False,NORMAL,NONE
K8S-00574,2026-06-13T04:03:33,k8s,configmap.create,svc-etl-batch,monitoring,pod-jmmu-8635,job-pod,28.2,,False,,True,4,,False,,False,NORMAL,NONE
K8S-00346,2026-06-13T04:17:16,k8s,service.create,svc-etl-batch,default,pod-tnzp-7313,job-pod,26.8,,False,Job,True,4,,False,,False,NORMAL,NONE
K8S-00486,2026-06-13T04:20:18,k8s,pod.update,dev-arao,default,pod-oumy-2047,job-pod,99.0,,False,Deployment,False,4,,False,,False,NORMAL,NONE
K8S-00562,2026-06-13T04:44:39,k8s,configmap.create,svc-backup,monitoring,pod-uxti-7004,job-pod,85.3,,False,Job,True,4,,False,,False,NORMAL,NONE
K8S-00569,2026-06-13T05:37:43,k8s,pod.delete,svc-monitoring,ci-jobs,pod-cnfg-4261,job-pod,43.9,,False,,False,5,,False,,False,NORMAL,NONE
K8S-00563,2026-06-13T07:15:37,k8s,deployment.scale,svc-monitoring,monitoring,pod-yxwi-7948,job-pod,29.6,,False,Job,True,7,,False,,False,NORMAL,NONE
K8S-00207,2026-06-13T07:23:20,k8s,pod.create,dev-jsmith,default,pod-kteb-3018,job-pod,93.8,,False,,True,7,,False,,False,NORMAL,NONE
K8S-00557,2026-06-13T07:24:14,k8s,configmap.create,svc-cicd-pipeline,default,pod-hrca-1971,job-pod,58.9,,False,CronJob,False,7,,False,,False,NORMAL,NONE
K8S-00500,2026-06-13T08:04:42,k8s,service.create,svc-autoscaler,production,pod-wafi-4884,job-pod,89.8,,False,Job,True,8,,False,,False,NORMAL,NONE
K8S-00515,2026-06-13T08:19:16,k8s,deployment.scale,dev-jsmith,monitoring,pod-ptcc-1669,job-pod,47.0,,False,Job,True,8,,False,,False,NORMAL,NONE
K8S-00504,2026-06-13T08:21:46,k8s,pod.exec,dev-arao,monitoring,pod-fkfk-3804,job-pod,92.4,,False,Job,True,8,,False,,False,NORMAL,NONE
K8S-00457,2026-06-13T08:29:28,k8s,pod.update,admin-pkumar,default,pod-ybga-3476,job-pod,80.8,,False,CronJob,True,8,,False,,False,NORMAL,NONE
K8S-00411,2026-06-13T09:09:26,k8s,deployment.scale,dev-sgupta,ci-jobs,pod-yuxg-7488,job-pod,88.3,,False,Deployment,True,9,,False,,False,NORMAL,NONE
K8S-00204,2026-06-13T09:12:42,k8s,service.create,svc-etl-batch,production,pod-kznv-6592,job-pod,45.8,,False,CronJob,True,9,,False,,False,NORMAL,NONE
K8S-00260,2026-06-13T10:27:58,k8s,service.create,dev-sgupta,monitoring,pod-zhvk-6410,job-pod,87.8,,False,,True,10,,False,,False,NORMAL,NONE
K8S-00113,2026-06-13T10:30:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-tcmt-4187,ci-runner,9.0,,False,Job,True,10,,False,CI-RUN-1-2,False,NORMAL,NONE
K8S-00114,2026-06-13T10:30:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-bksc-7253,ci-runner,9.4,,False,Job,True,10,,False,CI-RUN-1-2,False,NORMAL,NONE
K8S-00115,2026-06-13T10:30:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-wccu-7768,ci-runner,3.6,,False,Job,True,10,,False,CI-RUN-1-2,False,NORMAL,NONE
K8S-00116,2026-06-13T10:31:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-wnbr-3470,ci-runner,4.6,,False,Job,True,10,,False,CI-RUN-1-2,False,NORMAL,NONE
K8S-00117,2026-06-13T10:31:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-oyde-4281,ci-runner,7.1,,False,Job,True,10,,False,CI-RUN-1-2,False,NORMAL,NONE
K8S-00118,2026-06-13T10:31:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-qozx-8496,ci-runner,4.7,,False,Job,True,10,,False,CI-RUN-1-2,False,NORMAL,NONE
K8S-00119,2026-06-13T10:32:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-gzvr-3954,ci-runner,12.3,,False,Job,True,10,,False,CI-RUN-1-2,False,NORMAL,NONE
K8S-00120,2026-06-13T10:32:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-kbjm-8988,ci-runner,7.0,,False,Job,True,10,,False,CI-RUN-1-2,False,NORMAL,NONE
K8S-00555,2026-06-13T10:32:37,k8s,pod.update,svc-backup,staging,pod-gane-4712,job-pod,40.4,,False,Job,False,10,,False,,False,NORMAL,NONE
K8S-00576,2026-06-13T10:42:01,k8s,pod.exec,dev-jsmith,ci-jobs,pod-bqtn-7165,job-pod,55.9,,False,Deployment,False,10,,False,,False,NORMAL,NONE
K8S-00222,2026-06-13T10:45:51,k8s,pod.create,dev-jsmith,monitoring,pod-tihn-5572,job-pod,69.0,,False,Job,False,10,,False,,False,NORMAL,NONE
K8S-00546,2026-06-13T10:49:52,k8s,configmap.create,svc-autoscaler,default,pod-dbhk-1287,job-pod,102.2,,False,Job,True,10,,False,,False,NORMAL,NONE
K8S-00489,2026-06-13T11:10:10,k8s,pod.update,svc-logging,monitoring,pod-lrtz-3753,job-pod,85.1,,False,Job,True,11,,False,,False,NORMAL,NONE
K8S-00324,2026-06-13T12:25:13,k8s,pod.create,dev-arao,staging,pod-trdj-2477,job-pod,22.3,,False,,True,12,,False,,False,NORMAL,NONE
K8S-00313,2026-06-13T12:49:12,k8s,configmap.create,svc-monitoring,staging,pod-nxbp-1468,job-pod,9.0,,False,CronJob,True,12,,False,,False,NORMAL,NONE
K8S-00268,2026-06-13T13:57:39,k8s,configmap.create,admin-pkumar,production,pod-eupa-8069,job-pod,65.0,,False,CronJob,True,13,,False,,False,NORMAL,NONE
K8S-00097,2026-06-13T13:58:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-ziet-7857,ci-runner,7.9,,False,Job,True,13,,False,CI-RUN-1-0,False,NORMAL,NONE
K8S-00098,2026-06-13T13:58:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-xdcs-1578,ci-runner,10.0,,False,Job,True,13,,False,CI-RUN-1-0,False,NORMAL,NONE
K8S-00099,2026-06-13T13:58:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-mcym-4111,ci-runner,7.1,,False,Job,True,13,,False,CI-RUN-1-0,False,NORMAL,NONE
K8S-00100,2026-06-13T13:59:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-cutg-4643,ci-runner,11.2,,False,Job,True,13,,False,CI-RUN-1-0,False,NORMAL,NONE
K8S-00101,2026-06-13T13:59:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-zieq-8794,ci-runner,13.9,,False,Job,True,13,,False,CI-RUN-1-0,False,NORMAL,NONE
K8S-00102,2026-06-13T13:59:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-cwpm-6873,ci-runner,9.1,,False,Job,True,13,,False,CI-RUN-1-0,False,NORMAL,NONE
K8S-00103,2026-06-13T14:00:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-swxd-3785,ci-runner,13.1,,False,Job,True,14,,False,CI-RUN-1-0,False,NORMAL,NONE
K8S-00104,2026-06-13T14:00:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-pvrh-3967,ci-runner,6.5,,False,Job,True,14,,False,CI-RUN-1-0,False,NORMAL,NONE
K8S-00213,2026-06-13T14:38:36,k8s,pod.update,dev-sgupta,default,pod-oudl-9888,job-pod,84.8,,False,CronJob,True,14,,False,,False,NORMAL,NONE
K8S-00541,2026-06-13T15:52:58,k8s,pod.update,svc-backup,monitoring,pod-nfru-5742,job-pod,68.7,,False,Deployment,True,15,,False,,False,NORMAL,NONE
K8S-00105,2026-06-13T16:08:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-zxbz-5237,ci-runner,11.7,,False,Job,True,16,,False,CI-RUN-1-1,False,NORMAL,NONE
K8S-00106,2026-06-13T16:08:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-vcyv-3999,ci-runner,14.4,,False,Job,True,16,,False,CI-RUN-1-1,False,NORMAL,NONE
K8S-00107,2026-06-13T16:08:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-lfsf-6499,ci-runner,10.9,,False,Job,True,16,,False,CI-RUN-1-1,False,NORMAL,NONE
K8S-00108,2026-06-13T16:09:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-xzhr-4641,ci-runner,7.3,,False,Job,True,16,,False,CI-RUN-1-1,False,NORMAL,NONE
K8S-00109,2026-06-13T16:09:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-zfub-6031,ci-runner,8.0,,False,Job,True,16,,False,CI-RUN-1-1,False,NORMAL,NONE
K8S-00110,2026-06-13T16:09:40,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-fbml-6428,ci-runner,7.5,,False,Job,True,16,,False,CI-RUN-1-1,False,NORMAL,NONE
K8S-00111,2026-06-13T16:10:00,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-isug-5817,ci-runner,8.6,,False,Job,True,16,,False,CI-RUN-1-1,False,NORMAL,NONE
K8S-00112,2026-06-13T16:10:20,k8s,pod.create,svc-cicd-pipeline,ci-jobs,pod-fuqs-2929,ci-runner,8.6,,False,Job,True,16,,False,CI-RUN-1-1,False,NORMAL,NONE
K8S-00354,2026-06-13T16:18:51,k8s,deployment.scale,svc-logging,default,pod-vjbq-5093,job-pod,31.8,,False,CronJob,False,16,,False,,False,NORMAL,NONE
K8S-00481,2026-06-13T16:45:40,k8s,service.create,svc-cicd-pipeline,production,pod-rwtz-4907,job-pod,61.3,,False,Deployment,True,16,,False,,False,NORMAL,NONE
K8S-00248,2026-06-13T16:46:42,k8s,service.create,ops-mlee,ci-jobs,pod-peep-2252,job-pod,88.7,,False,Deployment,True,16,,False,,False,NORMAL,NONE
K8S-00369,2026-06-13T17:10:13,k8s,pod.create,dev-sgupta,monitoring,pod-dxdn-9631,job-pod,10.0,,False,Job,False,17,,False,,False,NORMAL,NONE
K8S-00392,2026-06-13T17:25:49,k8s,pod.exec,dev-arao,production,pod-lubn-9202,job-pod,18.0,,False,Job,True,17,,False,,False,NORMAL,NONE
K8S-00446,2026-06-13T17:56:30,k8s,rbac.rolebinding.create,dev-arao,staging,pod-qqjt-2387,job-pod,20.8,,False,,True,17,,False,,False,NORMAL,NONE
K8S-00459,2026-06-13T18:15:17,k8s,pod.update,admin-pkumar,monitoring,pod-vhjl-7765,job-pod,93.6,,False,Job,True,18,,False,,False,NORMAL,NONE
K8S-00326,2026-06-13T18:33:04,k8s,service.delete,svc-cicd-pipeline,monitoring,pod-rbjf-2169,job-pod,67.5,,False,Job,False,18,,False,,False,NORMAL,NONE
K8S-00547,2026-06-13T18:33:55,k8s,pod.exec,svc-autoscaler,staging,pod-cdab-6855,job-pod,23.8,,False,CronJob,True,18,,False,,False,NORMAL,NONE
K8S-00496,2026-06-13T19:27:45,k8s,pod.exec,dev-sgupta,monitoring,pod-fois-3888,job-pod,23.4,,False,Deployment,False,19,,False,,False,NORMAL,NONE
