event_id,timestamp,source,event_type,principal,namespace_or_region,resource_id,resource_type,ttl_minutes,public_ip,privileged,controller_owner,tags_present,hour_of_day,instance_type,sensitive_resource,burst_group_id,is_risky,anomaly_type,severity
CLD-00415,2026-06-12T13:22:54,cloud,CreateSecurityGroup,svc-etl-batch,us-west-2,i-xjym-1266,ec2-instance,85.9,,False,,True,13,r5.xlarge,False,,False,NORMAL,NONE
CLD-00153,2026-06-12T13:23:45,cloud,StartInstances,svc-autoscaler,us-east-1,i-uqhu-5806,ec2-instance,191.3,,False,,True,13,t3.large,False,,False,NORMAL,NONE
CLD-00083,2026-06-12T13:27:38,cloud,CreateSnapshot,svc-backup,eu-west-1,i-dpia-2193,ec2-instance,234.9,,False,,True,13,t3.micro,False,,False,NORMAL,NONE
CLD-00197,2026-06-12T14:29:39,cloud,TerminateInstances,dev-sgupta,us-west-2,i-yaiv-8259,ec2-instance,327.9,,False,,True,14,r5.xlarge,False,,False,NORMAL,NONE
CLD-00086,2026-06-12T14:37:37,cloud,CreateBucket,ops-mlee,us-east-1,i-zdky-8478,ec2-instance,90.0,,False,,True,14,t3.micro,False,,False,NORMAL,NONE
CLD-00281,2026-06-12T14:54:02,cloud,AttachVolume,admin-pkumar,us-east-1,i-acsm-6939,ec2-instance,279.0,,False,,False,14,t3.micro,False,,False,NORMAL,NONE
CLD-00120,2026-06-12T14:57:52,cloud,StopInstances,svc-logging,us-west-2,i-xioq-2869,ec2-instance,400.0,,False,,True,14,t3.medium,False,,False,NORMAL,NONE
CLD-00190,2026-06-12T14:59:05,cloud,CreateKeyPair,svc-logging,us-west-2,i-ysjt-6761,ec2-instance,76.6,,False,,True,14,t3.large,False,,False,NORMAL,NONE
CLD-00336,2026-06-12T15:00:40,cloud,DeleteObject,svc-logging,eu-west-1,i-yyqy-1647,ec2-instance,423.1,,False,,True,15,t3.micro,False,,False,NORMAL,NONE
CLD-00418,2026-06-12T15:05:02,cloud,CreateSecurityGroup,dev-jsmith,us-west-2,i-hqbi-4836,ec2-instance,223.2,,False,,False,15,t3.medium,False,,False,NORMAL,NONE
CLD-00099,2026-06-12T15:10:15,cloud,CreateBucket,svc-autoscaler,eu-west-1,i-cnfa-2124,ec2-instance,381.6,,False,,True,15,t3.medium,False,,False,NORMAL,NONE
CLD-00230,2026-06-12T15:11:54,cloud,CreateSnapshot,dev-sgupta,us-west-2,i-fgbx-2680,ec2-instance,350.1,,False,,True,15,t3.medium,False,,False,NORMAL,NONE
CLD-00121,2026-06-12T15:36:53,cloud,DescribeInstances,svc-monitoring,eu-west-1,i-kvcj-5978,ec2-instance,68.3,,False,,True,15,t3.micro,False,,False,NORMAL,NONE
CLD-00334,2026-06-12T16:47:03,cloud,DeleteObject,ops-mlee,us-west-2,i-xacu-9683,ec2-instance,90.3,,False,,True,16,t3.large,False,,False,NORMAL,NONE
CLD-00052,2026-06-12T17:04:43,cloud,DeleteObject,svc-monitoring,us-east-1,i-ixha-7396,ec2-instance,149.3,,False,,True,17,r5.xlarge,False,,False,NORMAL,NONE
CLD-00408,2026-06-12T17:16:05,cloud,StopInstances,svc-logging,eu-west-1,i-zrmh-3078,ec2-instance,345.6,,False,,False,17,t3.large,False,,False,NORMAL,NONE
CLD-00128,2026-06-12T17:22:15,cloud,StartInstances,svc-monitoring,us-west-2,i-pqgw-5728,ec2-instance,227.6,,False,,True,17,m5.large,False,,False,NORMAL,NONE
CLD-00215,2026-06-12T18:01:19,cloud,TerminateInstances,dev-arao,us-west-2,i-jpie-2381,ec2-instance,257.0,,False,,True,18,t3.large,False,,False,NORMAL,NONE
CLD-00312,2026-06-12T18:05:42,cloud,TerminateInstances,dev-sgupta,us-west-2,i-wfoc-6026,ec2-instance,101.9,,False,,True,18,m5.large,False,,False,NORMAL,NONE
CLD-00184,2026-06-12T19:07:52,cloud,PutObject,svc-monitoring,eu-west-1,i-wpor-9984,ec2-instance,350.5,,False,,True,19,t3.micro,False,,False,NORMAL,NONE
CLD-00188,2026-06-12T19:33:14,cloud,StopInstances,svc-etl-batch,us-east-1,i-rvui-2527,ec2-instance,224.3,,False,,True,19,m5.large,False,,False,NORMAL,NONE
CLD-00386,2026-06-12T19:33:57,cloud,RunInstances,svc-logging,eu-west-1,i-orur-2885,ec2-instance,40.2,,False,,True,19,t3.medium,False,,False,NORMAL,NONE
CLD-00045,2026-06-12T19:37:54,cloud,StopInstances,svc-cicd-pipeline,us-west-2,i-rxpv-2160,ec2-instance,261.4,,False,,True,19,r5.xlarge,False,,False,NORMAL,NONE
CLD-00240,2026-06-12T19:42:46,cloud,AttachVolume,ops-mlee,eu-west-1,i-lfnw-9316,ec2-instance,279.4,,False,,True,19,r5.xlarge,False,,False,NORMAL,NONE
CLD-00347,2026-06-12T19:47:49,cloud,DescribeInstances,lambda-prod-fn,us-east-1,i-nepo-4583,ec2-instance,257.6,,False,,True,19,t3.micro,False,,False,NORMAL,NONE
CLD-00176,2026-06-12T19:59:02,cloud,StartInstances,lambda-notify-fn,eu-west-1,i-olzs-4394,ec2-instance,293.9,,False,,True,19,t3.large,False,,False,NORMAL,NONE
CLD-00321,2026-06-12T20:06:11,cloud,RunInstances,dev-arao,us-west-2,i-sgtr-7698,ec2-instance,111.0,,False,,False,20,r5.xlarge,False,,False,NORMAL,NONE
CLD-00488,2026-06-12T21:36:44,cloud,DescribeInstances,svc-autoscaler,us-west-2,i-zbuk-3636,ec2-instance,359.4,,False,,True,21,t3.medium,False,,False,NORMAL,NONE
CLD-00149,2026-06-12T21:47:43,cloud,StartInstances,dev-arao,us-west-2,i-ahzi-6546,ec2-instance,310.5,,False,,True,21,t3.medium,False,,False,NORMAL,NONE
CLD-00213,2026-06-12T22:20:58,cloud,StopInstances,dev-sgupta,us-east-1,i-pcwb-9307,ec2-instance,203.0,,False,,True,22,t3.medium,False,,False,NORMAL,NONE
CLD-00439,2026-06-12T22:26:53,cloud,CreateSnapshot,dev-arao,eu-west-1,i-coav-6900,ec2-instance,54.9,,False,,True,22,t3.large,False,,False,NORMAL,NONE
CLD-00316,2026-06-12T22:44:56,cloud,TerminateInstances,admin-pkumar,us-east-1,i-omzp-9972,ec2-instance,436.3,,False,,True,22,t3.micro,False,,False,NORMAL,NONE
CLD-00359,2026-06-12T22:50:37,cloud,AuthorizeSecurityGroupIngress,ops-mlee,us-west-2,i-doqd-1879,ec2-instance,74.0,,False,,True,22,t3.medium,False,,False,NORMAL,NONE
CLD-00270,2026-06-12T23:39:28,cloud,CreateSecurityGroup,svc-cicd-pipeline,eu-west-1,i-jzkt-5336,ec2-instance,323.0,,False,,True,23,r5.xlarge,False,,False,NORMAL,NONE
CLD-00249,2026-06-13T00:03:44,cloud,DeleteObject,lambda-prod-fn,us-east-1,i-ptql-8055,ec2-instance,301.1,,False,,True,0,t3.micro,False,,False,NORMAL,NONE
CLD-00354,2026-06-13T00:05:02,cloud,StopInstances,dev-arao,us-west-2,i-jpha-6427,ec2-instance,284.6,,False,,True,0,t3.medium,False,,False,NORMAL,NONE
CLD-00394,2026-06-13T00:41:08,cloud,DescribeInstances,dev-sgupta,us-west-2,i-unop-2931,ec2-instance,137.4,,False,,False,0,m5.large,False,,False,NORMAL,NONE
CLD-00451,2026-06-13T00:43:46,cloud,TerminateInstances,admin-pkumar,eu-west-1,i-gkgn-3187,ec2-instance,316.7,,False,,True,0,t3.micro,False,,False,NORMAL,NONE
CLD-00362,2026-06-13T00:57:36,cloud,CreateKeyPair,lambda-report-fn,us-west-2,i-kecw-5037,ec2-instance,350.9,,False,,False,0,t3.large,False,,False,NORMAL,NONE
CLD-00135,2026-06-13T01:38:57,cloud,PutObject,svc-autoscaler,us-west-2,i-kysg-2899,ec2-instance,466.6,,False,,True,1,t3.micro,False,,False,NORMAL,NONE
CLD-00166,2026-06-13T02:18:09,cloud,DeleteObject,lambda-report-fn,us-east-1,i-qonv-5332,ec2-instance,271.5,,False,,True,2,m5.large,False,,False,NORMAL,NONE
CLD-00152,2026-06-13T02:19:29,cloud,TerminateInstances,dev-jsmith,eu-west-1,i-eqvn-2646,ec2-instance,229.7,,False,,True,2,t3.medium,False,,False,NORMAL,NONE
CLD-00495,2026-06-13T02:32:43,cloud,AttachVolume,dev-sgupta,us-west-2,i-ohhg-4029,ec2-instance,197.0,,False,,True,2,t3.large,False,,False,NORMAL,NONE
CLD-00364,2026-06-13T02:39:26,cloud,PutObject,svc-cicd-pipeline,us-west-2,i-sqdt-6896,ec2-instance,372.6,,False,,False,2,t3.medium,False,,False,NORMAL,NONE
CLD-00232,2026-06-13T02:42:48,cloud,StopInstances,svc-backup,us-west-2,i-bluh-6727,ec2-instance,448.7,,False,,True,2,r5.xlarge,False,,False,NORMAL,NONE
CLD-00195,2026-06-13T02:43:34,cloud,AttachVolume,lambda-prod-fn,us-east-1,i-wkye-7163,ec2-instance,218.9,,False,,True,2,m5.large,False,,False,NORMAL,NONE
CLD-00462,2026-06-13T02:47:26,cloud,StopInstances,lambda-notify-fn,us-west-2,i-zejv-3007,ec2-instance,49.2,,False,,True,2,t3.large,False,,False,NORMAL,NONE
CLD-00064,2026-06-13T02:53:01,cloud,DeleteObject,dev-sgupta,us-west-2,i-chpo-1722,ec2-instance,31.6,,False,,True,2,m5.large,False,,False,NORMAL,NONE
CLD-00051,2026-06-13T03:09:53,cloud,StopInstances,lambda-report-fn,us-east-1,i-jxwk-3724,ec2-instance,212.9,,False,,True,3,r5.xlarge,False,,False,NORMAL,NONE
CLD-00417,2026-06-13T03:11:14,cloud,GetObject,dev-sgupta,us-west-2,i-iqzl-2350,ec2-instance,197.3,,False,,True,3,t3.large,False,,False,NORMAL,NONE
CLD-00353,2026-06-13T03:14:02,cloud,DeleteObject,dev-jsmith,us-west-2,i-swxb-8798,ec2-instance,55.3,,False,,False,3,t3.large,False,,False,NORMAL,NONE
CLD-00187,2026-06-13T03:41:44,cloud,DeleteObject,svc-autoscaler,us-west-2,i-etsp-5176,ec2-instance,198.4,,False,,True,3,r5.xlarge,False,,False,NORMAL,NONE
CLD-00048,2026-06-13T04:39:58,cloud,DeleteObject,svc-cicd-pipeline,eu-west-1,i-qgwl-6559,ec2-instance,390.3,,False,,False,4,t3.large,False,,False,NORMAL,NONE
CLD-00148,2026-06-13T05:02:35,cloud,CreateSnapshot,ops-mlee,us-east-1,i-qctb-3361,ec2-instance,214.5,,False,,True,5,t3.large,False,,False,NORMAL,NONE
CLD-00478,2026-06-13T05:25:39,cloud,PutObject,svc-autoscaler,us-west-2,i-xiwq-3235,ec2-instance,469.1,,False,,True,5,r5.xlarge,False,,False,NORMAL,NONE
CLD-00104,2026-06-13T05:40:51,cloud,StartInstances,lambda-prod-fn,us-west-2,i-tduw-2983,ec2-instance,388.3,,False,,True,5,t3.medium,False,,False,NORMAL,NONE
CLD-00062,2026-06-13T06:10:18,cloud,PutObject,svc-monitoring,us-east-1,i-ttzq-2753,ec2-instance,364.1,,False,,True,6,m5.large,False,,False,NORMAL,NONE
CLD-00085,2026-06-13T07:02:44,cloud,DeleteObject,lambda-report-fn,us-east-1,i-afen-3881,ec2-instance,391.8,,False,,True,7,r5.xlarge,False,,False,NORMAL,NONE
CLD-00183,2026-06-13T07:26:46,cloud,AuthorizeSecurityGroupIngress,dev-arao,us-west-2,i-vecq-2204,ec2-instance,434.7,,False,,True,7,t3.large,False,,False,NORMAL,NONE
CLD-00181,2026-06-13T07:45:51,cloud,AttachVolume,dev-arao,us-east-1,i-cnug-1710,ec2-instance,357.3,,False,,True,7,t3.micro,False,,False,NORMAL,NONE
CLD-00299,2026-06-13T07:48:52,cloud,AuthorizeSecurityGroupIngress,admin-pkumar,eu-west-1,i-cwwl-4920,ec2-instance,139.1,,False,,True,7,t3.micro,False,,False,NORMAL,NONE
CLD-00477,2026-06-13T08:18:28,cloud,AttachVolume,lambda-notify-fn,us-west-2,i-antn-2188,ec2-instance,198.1,,False,,True,8,r5.xlarge,False,,False,NORMAL,NONE
CLD-00326,2026-06-13T08:52:06,cloud,StartInstances,svc-cicd-pipeline,eu-west-1,i-yavy-7868,ec2-instance,306.7,,False,,True,8,t3.medium,False,,False,NORMAL,NONE
CLD-00102,2026-06-13T09:21:36,cloud,StopInstances,lambda-report-fn,us-east-1,i-tupq-6096,ec2-instance,78.6,,False,,False,9,m5.large,False,,False,NORMAL,NONE
CLD-00036,2026-06-13T09:21:56,cloud,AttachVolume,dev-sgupta,us-west-2,i-vlbl-6573,ec2-instance,80.2,,False,,True,9,r5.xlarge,False,,False,NORMAL,NONE
CLD-00435,2026-06-13T09:47:00,cloud,CreateKeyPair,dev-arao,eu-west-1,i-sdgm-1901,ec2-instance,169.2,,False,,True,9,t3.large,False,,False,NORMAL,NONE
CLD-00384,2026-06-13T09:48:27,cloud,AuthorizeSecurityGroupIngress,lambda-notify-fn,us-east-1,i-vvzh-6707,ec2-instance,170.4,,False,,True,9,t3.large,False,,False,NORMAL,NONE
CLD-00313,2026-06-13T10:11:59,cloud,PutObject,dev-sgupta,us-west-2,i-wdnr-4618,ec2-instance,128.6,,False,,False,10,t3.large,False,,False,NORMAL,NONE
CLD-00257,2026-06-13T10:18:01,cloud,StartInstances,svc-logging,us-west-2,i-veru-8311,ec2-instance,126.6,,False,,True,10,r5.xlarge,False,,False,NORMAL,NONE
CLD-00438,2026-06-13T10:23:11,cloud,RunInstances,lambda-report-fn,us-west-2,i-junb-8034,ec2-instance,152.4,,False,,False,10,t3.micro,False,,False,NORMAL,NONE
CLD-00436,2026-06-13T10:47:25,cloud,AuthorizeSecurityGroupIngress,svc-cicd-pipeline,us-east-1,i-bgys-1185,ec2-instance,103.7,,False,,True,10,t3.micro,False,,False,NORMAL,NONE
CLD-00460,2026-06-13T11:22:32,cloud,RunInstances,svc-cicd-pipeline,us-east-1,i-tvwa-3141,ec2-instance,119.2,,False,,True,11,t3.medium,False,,False,NORMAL,NONE
CLD-00237,2026-06-13T11:29:27,cloud,CreateBucket,svc-cicd-pipeline,us-west-2,i-cpwd-8489,ec2-instance,58.3,,False,,True,11,r5.xlarge,False,,False,NORMAL,NONE
CLD-00275,2026-06-13T11:41:13,cloud,CreateSnapshot,svc-logging,us-east-1,i-tlbt-3308,ec2-instance,73.6,,False,,True,11,r5.xlarge,False,,False,NORMAL,NONE
CLD-00268,2026-06-13T12:27:30,cloud,PutObject,dev-sgupta,eu-west-1,i-zfek-9740,ec2-instance,72.0,,False,,True,12,t3.micro,False,,False,NORMAL,NONE
CLD-00324,2026-06-13T13:05:33,cloud,CreateBucket,lambda-prod-fn,us-east-1,i-mmgv-1372,ec2-instance,470.3,,False,,True,13,t3.micro,False,,False,NORMAL,NONE
CLD-00221,2026-06-13T13:13:21,cloud,AuthorizeSecurityGroupIngress,dev-sgupta,eu-west-1,i-btkr-9624,ec2-instance,72.1,,False,,True,13,t3.micro,False,,False,NORMAL,NONE
CLD-00220,2026-06-13T13:33:35,cloud,AuthorizeSecurityGroupIngress,admin-pkumar,us-east-1,i-ktgl-6072,ec2-instance,281.5,,False,,True,13,m5.large,False,,False,NORMAL,NONE
CLD-00189,2026-06-13T13:53:55,cloud,RunInstances,ops-mlee,eu-west-1,i-fijo-6400,ec2-instance,331.5,,False,,True,13,r5.xlarge,False,,False,NORMAL,NONE
CLD-00225,2026-06-13T14:10:14,cloud,DeleteObject,admin-pkumar,us-east-1,i-trmz-3658,ec2-instance,111.4,,False,,True,14,t3.micro,False,,False,NORMAL,NONE
CLD-00163,2026-06-13T14:29:39,cloud,AttachVolume,lambda-report-fn,us-west-2,i-rnge-9697,ec2-instance,255.8,,False,,True,14,t3.large,False,,False,NORMAL,NONE
CLD-00060,2026-06-13T14:34:50,cloud,TerminateInstances,svc-autoscaler,us-east-1,i-mbni-7054,ec2-instance,158.2,,False,,True,14,t3.micro,False,,False,NORMAL,NONE
CLD-00323,2026-06-13T14:44:09,cloud,StopInstances,dev-sgupta,us-west-2,i-djjy-2943,ec2-instance,110.3,,False,,True,14,t3.micro,False,,False,NORMAL,NONE
CLD-00243,2026-06-13T14:51:30,cloud,GetObject,svc-cicd-pipeline,eu-west-1,i-ahmf-6546,ec2-instance,396.1,,False,,True,14,r5.xlarge,False,,False,NORMAL,NONE
CLD-00372,2026-06-13T15:38:56,cloud,GetObject,svc-logging,eu-west-1,i-omzw-4290,ec2-instance,245.6,,False,,True,15,r5.xlarge,False,,False,NORMAL,NONE
CLD-00161,2026-06-13T15:50:23,cloud,TerminateInstances,dev-sgupta,eu-west-1,i-ylmp-1645,ec2-instance,169.0,,False,,True,15,t3.micro,False,,False,NORMAL,NONE
CLD-00301,2026-06-13T16:02:24,cloud,AttachVolume,svc-cicd-pipeline,us-east-1,i-rllb-7666,ec2-instance,323.8,,False,,True,16,r5.xlarge,False,,False,NORMAL,NONE
CLD-00292,2026-06-13T16:13:09,cloud,CreateBucket,ops-mlee,eu-west-1,i-stsz-6325,ec2-instance,479.2,,False,,True,16,r5.xlarge,False,,False,NORMAL,NONE
CLD-00329,2026-06-13T16:49:02,cloud,PutObject,ops-mlee,us-east-1,i-qfjc-6224,ec2-instance,289.9,,False,,True,16,m5.large,False,,False,NORMAL,NONE
CLD-00165,2026-06-13T16:59:54,cloud,CreateBucket,lambda-report-fn,eu-west-1,i-qfsg-7511,ec2-instance,465.3,,False,,True,16,m5.large,False,,False,NORMAL,NONE
CLD-00395,2026-06-13T17:10:25,cloud,DeleteObject,ops-mlee,us-west-2,i-eods-3258,ec2-instance,288.7,,False,,True,17,r5.xlarge,False,,False,NORMAL,NONE
CLD-00194,2026-06-13T17:43:30,cloud,CreateSecurityGroup,admin-pkumar,us-west-2,i-xlsb-2140,ec2-instance,93.8,,False,,True,17,t3.medium,False,,False,NORMAL,NONE
CLD-00357,2026-06-13T17:59:55,cloud,StopInstances,lambda-report-fn,eu-west-1,i-ynrp-7525,ec2-instance,448.0,,False,,True,17,t3.micro,False,,False,NORMAL,NONE
CLD-00297,2026-06-13T18:39:51,cloud,RunInstances,svc-logging,us-west-2,i-rklb-2294,ec2-instance,185.9,,False,,True,18,m5.large,False,,False,NORMAL,NONE
CLD-00208,2026-06-13T19:01:04,cloud,TerminateInstances,svc-backup,us-east-1,i-duvw-5193,ec2-instance,118.8,,False,,True,19,t3.medium,False,,False,NORMAL,NONE
CLD-00317,2026-06-13T19:38:51,cloud,GetObject,svc-monitoring,eu-west-1,i-tktj-8239,ec2-instance,82.3,,False,,True,19,t3.micro,False,,False,NORMAL,NONE
CLD-00219,2026-06-13T19:47:57,cloud,TerminateInstances,svc-autoscaler,eu-west-1,i-vthx-3317,ec2-instance,442.5,,False,,True,19,r5.xlarge,False,,False,NORMAL,NONE
CLD-00107,2026-06-13T20:33:42,cloud,DescribeInstances,dev-jsmith,eu-west-1,i-ngqi-9548,ec2-instance,464.5,,False,,True,20,t3.micro,False,,False,NORMAL,NONE
CLD-00269,2026-06-13T20:54:44,cloud,CreateSecurityGroup,svc-monitoring,eu-west-1,i-ordj-6531,ec2-instance,409.1,,False,,True,20,t3.medium,False,,False,NORMAL,NONE
CLD-00125,2026-06-13T21:35:36,cloud,DeleteObject,svc-cicd-pipeline,us-west-2,i-jjbi-8699,ec2-instance,161.1,,False,,True,21,m5.large,False,,False,NORMAL,NONE
CLD-00055,2026-06-13T21:51:20,cloud,AttachVolume,svc-cicd-pipeline,us-east-1,i-pdpk-4044,ec2-instance,60.8,,False,,False,21,t3.large,False,,False,NORMAL,NONE
CLD-00260,2026-06-13T21:52:36,cloud,AuthorizeSecurityGroupIngress,lambda-prod-fn,eu-west-1,i-oxlt-3852,ec2-instance,387.2,,False,,True,21,t3.medium,False,,False,NORMAL,NONE
CLD-00139,2026-06-13T22:07:51,cloud,AttachVolume,svc-logging,us-east-1,i-qmzv-7684,ec2-instance,71.9,,False,,True,22,t3.medium,False,,False,NORMAL,NONE
CLD-00088,2026-06-13T22:21:29,cloud,StopInstances,lambda-prod-fn,us-west-2,i-ydsb-8373,ec2-instance,146.6,,False,,True,22,m5.large,False,,False,NORMAL,NONE
CLD-00277,2026-06-13T22:24:42,cloud,AttachVolume,dev-arao,us-west-2,i-vgwn-9171,ec2-instance,425.6,,False,,True,22,t3.medium,False,,False,NORMAL,NONE
CLD-00253,2026-06-13T22:35:58,cloud,DescribeInstances,svc-cicd-pipeline,eu-west-1,i-rtqo-8179,ec2-instance,45.7,,False,,False,22,m5.large,False,,False,NORMAL,NONE
CLD-00065,2026-06-13T23:03:50,cloud,CreateSnapshot,lambda-prod-fn,eu-west-1,i-evbl-8007,ec2-instance,282.4,,False,,False,23,t3.large,False,,False,NORMAL,NONE
CLD-00387,2026-06-13T23:52:17,cloud,CreateBucket,lambda-prod-fn,eu-west-1,i-zzjx-3858,ec2-instance,278.4,,False,,True,23,r5.xlarge,False,,False,NORMAL,NONE
CLD-00226,2026-06-14T00:13:00,cloud,CreateSnapshot,lambda-prod-fn,us-east-1,i-hyky-7731,ec2-instance,193.9,,False,,True,0,r5.xlarge,False,,False,NORMAL,NONE
CLD-00345,2026-06-14T01:18:07,cloud,AuthorizeSecurityGroupIngress,svc-monitoring,eu-west-1,i-yuot-9000,ec2-instance,112.8,,False,,True,1,t3.medium,False,,False,NORMAL,NONE
CLD-00368,2026-06-14T01:22:15,cloud,PutObject,svc-monitoring,us-west-2,i-bqzr-5397,ec2-instance,251.9,,False,,False,1,r5.xlarge,False,,False,NORMAL,NONE
CLD-00464,2026-06-14T02:20:01,cloud,CreateBucket,svc-autoscaler,us-east-1,i-hnya-5505,ec2-instance,155.9,,False,,True,2,t3.medium,False,,False,NORMAL,NONE
CLD-00079,2026-06-14T02:41:20,cloud,CreateKeyPair,admin-pkumar,us-west-2,i-pmmi-7653,ec2-instance,276.6,,False,,False,2,m5.large,False,,False,NORMAL,NONE
CLD-00472,2026-06-14T03:17:34,cloud,CreateKeyPair,svc-backup,us-west-2,i-nwgh-6878,ec2-instance,441.3,,False,,False,3,m5.large,False,,False,NORMAL,NONE
